NAME,YEAR,Dist,REG,VOTE,QUOTA,COUNTS,PTOTAL,PSIZE,PARTY,QSHARE,PSHARE,TOPS,LAST,CT1,Ct2,Ct3,Ct4,Ct5,Ct6,Ct7,Ct8,Ct9,Ct10,Ct11,Ct12,Ct13,Ct14,Ct15,Ct16,Ct17,Ct18,Ct19,Ct20,Ct21,Ct22,Ct23,Ct24,Ct25,Ct26,Ct27,Ct28,Ct29,Ct30,Ct31,Ct32,Xt33,Ct34,Ct35,Ct36,Ct37,,,
"Calleja, Anthony",2017,7,27106,24879,4147,25,81,0.325575787,36,1.181577044,60.49382716,81,0,49,50,50,55,71,81,81,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Ferriggi, Johann",2017,7,27106,24879,4147,25,81,0.325575787,36,0.241138172,12.34567901,10,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Pisani, Alex",2017,7,27106,24879,4147,25,81,0.325575787,36,0.530503979,27.16049383,25,0,22,22,22,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Agius Decelis, Anthony [Tony]",2017,7,27106,24879,4147,25,14042,56.44117529,13,10.46539667,3.090727817,653,0,434,516,520,520,520,522,522,523,527,529,538,538,577,651,653,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Azzopardi, Charles",2017,7,27106,24879,4147,25,14042,56.44117529,13,14.08246925,4.158951716,2179,0,584,694,697,697,697,698,698,698,701,702,706,707,733,767,771,1205,1342,1342,1646,1652,1663,2171,2179,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Borg, Ian",2017,7,27106,24879,4147,25,14042,56.44117529,13,134.2175066,39.63822817,5566,4147,5566,4147,4147,4147,4147,4147,4147,4147,4147,4147,4147,4147,4147,4147,4147,4147,4147,4147,4147,4147,4147,4147,4147,4147,4147,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Castaldi Paris, Ian",2017,7,27106,24879,4147,25,14042,56.44117529,13,13.26259947,3.916820966,759,0,550,623,627,627,627,628,628,628,629,629,629,629,658,705,707,759,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Farrugia Portelli, Julia",2017,7,27106,24879,4147,25,14042,56.44117529,13,7.764649144,2.293120638,472,0,322,408,416,416,416,417,417,417,418,418,433,433,472,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Gulia, Gavin",2017,7,27106,24879,4147,25,14042,56.44117529,13,20.448517,6.03902578,1569,0,848,943,947,947,948,948,948,948,950,951,958,959,1006,1074,1075,1128,1298,1300,1545,1550,1569,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Pullicino Orlando, Jeffrey",2017,7,27106,24879,4147,25,14042,56.44117529,13,13.79310345,4.073493804,1040,0,572,683,689,689,689,689,689,689,690,692,694,694,748,810,810,853,1038,1040,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Schembri, Silvio",2017,7,27106,24879,4147,25,14042,56.44117529,13,28.55075959,8.431847315,5542,4147,1184,1444,1458,1458,1458,1462,1462,1462,1463,1463,1470,1470,1592,1752,1753,1800,2042,2046,2487,2493,2513,3500,3511,5542,4147,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Scicluna, Edward",2017,7,27106,24879,4147,25,14042,56.44117529,13,88.3771401,26.10027062,4197,4147,3665,4197,4147,4147,4147,4147,4147,4147,4147,4147,4147,4147,4147,4147,4147,4147,4147,4147,4147,4147,4147,4147,4147,4147,4147,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Zrinzo Azzopardi, Stefan",2017,7,27106,24879,4147,25,14042,56.44117529,13,7.644080058,2.257513175,369,0,317,356,363,363,363,363,364,364,364,365,369,369,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Abela, Sam",2017,7,27106,24879,4147,25,10509,42.24044375,12,27.20038582,10.73365687,1733,0,1128,1132,1132,1132,1132,1133,1142,1146,1150,1166,1178,1210,1210,1212,1306,1307,1313,1358,1362,1561,1732,1733,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Agius, Monique",2017,7,27106,24879,4147,25,10509,42.24044375,12,1.832650109,0.723189647,87,0,76,76,76,76,76,76,79,85,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Borg, Antoine",2017,7,27106,24879,4147,25,10509,42.24044375,12,35.32674222,13.94043201,3256,3256,1465,1468,1468,1468,1469,1472,1473,1479,1480,1490,1498,1531,1532,1534,1650,1652,1652,1701,1702,1935,2135,2135,3241,3251,3256,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Borg, Dounia",2017,7,27106,24879,4147,25,10509,42.24044375,12,0.819869785,0.32353221,34,0,34,34,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Bugeja Bartolo, Lee",2017,7,27106,24879,4147,25,10509,42.24044375,12,1.03689414,0.40917309,45,0,43,43,43,43,43,43,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Debono, Jean Pierre",2017,7,27106,24879,4147,25,10509,42.24044375,12,47.04605739,18.56503949,3305,3305,1951,1955,1955,1955,1955,1955,1958,1966,1966,1992,1995,2034,2034,2037,2120,2120,2120,2470,2474,2654,3077,3080,3298,3302,3305,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Farrugia, Godfrey",2017,7,27106,24879,4147,25,10509,42.24044375,12,26.04292259,10.27690551,1514,0,1080,1083,1083,1083,1086,1088,1093,1099,1103,1155,1180,1200,1202,1207,1239,1240,1245,1389,1395,1514,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Fenech Adami, Beppe",2017,7,27106,24879,4147,25,10509,42.24044375,12,52.92982879,20.88685888,3792,3792,2195,2196,2196,2196,2196,2196,2199,2202,2203,2227,2232,2326,2326,2326,2405,2405,2409,2598,2598,2933,3442,3446,3783,3790,3792,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Mazzola, Paul",2017,7,27106,24879,4147,25,10509,42.24044375,12,2.146129732,0.846893139,95,0,89,90,90,90,90,90,93,95,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Micallef, Peter",2017,7,27106,24879,4147,25,10509,42.24044375,12,19.26693996,7.603006946,856,0,799,801,801,801,801,801,801,804,805,829,831,838,838,838,855,855,856,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Vassallo, David",2017,7,27106,24879,4147,25,10509,42.24044375,12,20.90667953,8.250071367,1105,0,867,872,872,873,873,873,873,876,876,881,892,910,913,914,1038,1038,1039,1104,1105,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Vassallo, Edwin",2017,7,27106,24879,4147,25,10509,42.24044375,12,6.173137208,2.436007232,271,0,256,257,257,257,257,260,261,261,262,268,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Vassallo, Ian Mario",2017,7,27106,24879,4147,25,10509,42.24044375,12,12.68386786,5.005233609,560,0,526,528,528,528,528,528,529,530,530,536,538,558,558,560,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
* Non-Trans. *,2017,7,27106,24879,4147,25,0,0,99,0,0,2085,2085,0,0,0,0,2,4,4,6,49,49,173,179,186,198,203,223,231,237,271,293,454,520,573,700,2085,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Aloisio, Pascal",2017,8,25982,23805,3968,24,267,1.121613106,28,2.797379032,41.57303371,122,0,111,113,113,113,114,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Mallia, Mario",2017,8,25982,23805,3968,24,267,1.121613106,28,3.931451613,58.42696629,303,0,156,158,158,158,166,175,279,294,295,295,299,302,303,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Farrugia Randon, Romina",2017,8,25982,23805,3968,24,117,0.491493384,36,2.444556452,82.90598291,113,0,97,97,113,113,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Sammut, Guzeppi (Joseph)",2017,8,25982,23805,3968,24,117,0.491493384,36,0.504032258,17.09401709,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Cardona, Chris",2017,8,25982,23805,3968,24,10830,45.49464398,13,81.09879032,29.71375808,3686,3686,3218,3220,3220,3221,3221,3226,3228,3230,3231,3263,3264,3264,3307,3314,3314,3419,3421,3601,3677,3680,3684,3685,3686,3686,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Castaldi Paris, Ian",2017,8,25982,23805,3968,24,10830,45.49464398,13,5.846774194,2.142197599,246,0,232,232,232,233,233,235,236,236,237,246,246,246,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Cutajar, Rosianne",2017,8,25982,23805,3968,24,10830,45.49464398,13,10.40826613,3.813481071,625,0,413,414,414,414,414,415,417,417,417,453,453,453,510,519,519,625,625,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Muscat, Alex",2017,8,25982,23805,3968,24,10830,45.49464398,13,10.91229839,3.998153278,498,0,433,433,433,433,434,436,436,436,436,455,456,456,493,498,498,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Scicluna, Edward",2017,8,25982,23805,3968,24,10830,45.49464398,13,90.14616935,33.02862419,4188,3968,3577,3578,3578,3578,3582,3585,3587,3589,3590,3618,3623,3624,3676,3717,3724,3896,3897,4188,3968,3968,3968,3968,3968,3968,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Tua, Rachel",2017,8,25982,23805,3968,24,10830,45.49464398,13,4.385080645,1.606648199,178,0,174,174,174,174,174,176,177,177,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Zammit-Lewis, Edward",2017,8,25982,23805,3968,24,10830,45.49464398,13,70.13608871,25.69713758,3298,3298,2783,2786,2789,2789,2790,2796,2798,2798,2798,2843,2846,2849,2900,2907,2909,3013,3014,3138,3280,3289,3294,3296,3296,3298,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Agius, David",2017,8,25982,23805,3968,24,12591,52.89224953,12,34.52620968,10.88078786,4210,3968,1370,2038,2039,2057,2065,2067,2068,2094,2125,2127,2170,2221,2223,2248,2375,2376,2490,2490,2492,2759,3214,4210,4210,3968,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Alden, Timothy",2017,8,25982,23805,3968,24,12591,52.89224953,12,2.419354839,0.762449369,140,0,96,105,111,111,140,140,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Asciak, Michael",2017,8,25982,23805,3968,24,12591,52.89224953,12,6.376008065,2.009371773,437,0,253,357,361,368,373,378,378,389,397,397,409,429,429,437,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Bezzina, Malcolm",2017,8,25982,23805,3968,24,12591,52.89224953,12,0.78125,0.246207609,33,0,31,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Bugeja Bartolo, Lee",2017,8,25982,23805,3968,24,12591,52.89224953,12,2.142137097,0.675085378,106,0,85,92,104,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Buttigieg, Claudette",2017,8,25982,23805,3968,24,12591,52.89224953,12,17.94354839,5.654832817,1530,0,712,1072,1074,1081,1096,1099,1100,1121,1132,1133,1154,1175,1175,1189,1282,1283,1357,1360,1360,1530,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Comodini Cachia, Therese",2017,8,25982,23805,3968,24,12591,52.89224953,12,38.38205645,12.09594155,4244,3968,1523,2117,2121,2142,2157,2162,2162,2176,2205,2205,2238,2292,2293,2319,2404,2404,2491,2495,2495,2694,3384,4244,3968,3968,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Fenech Adami, Beppe",2017,8,25982,23805,3968,24,12591,52.89224953,12,163.4072581,51.4971011,6484,3968,6484,3968,3968,3968,3968,3968,3968,3968,3968,3968,3968,3968,3968,3968,3968,3968,3968,3968,3968,3968,3968,3968,3968,3968,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Galea, Vincent [Censu]",2017,8,25982,23805,3968,24,12591,52.89224953,12,2.94858871,0.929235168,226,0,117,203,204,207,209,209,209,217,222,222,226,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Micallef, Angelo",2017,8,25982,23805,3968,24,12591,52.89224953,12,2.671370968,0.841871178,143,0,106,131,131,136,139,141,141,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Schembri, Giorgio Mario",2017,8,25982,23805,3968,24,12591,52.89224953,12,1.688508065,0.532126122,86,0,67,86,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Schembri, Justin",2017,8,25982,23805,3968,24,12591,52.89224953,12,15.57459677,4.90826781,920,0,618,755,755,759,766,768,769,781,795,795,818,839,839,848,882,882,918,920,920,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Sciberras, Dorian",2017,8,25982,23805,3968,24,12591,52.89224953,12,3.72983871,1.175442777,197,0,148,178,178,181,183,185,186,189,196,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Thake, David",2017,8,25982,23805,3968,24,12591,52.89224953,12,16.02822581,5.051227067,1928,0,636,970,970,977,980,980,981,995,1018,1019,1045,1068,1068,1072,1128,1128,1363,1366,1366,1603,1928,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Vella, Norman",2017,8,25982,23805,3968,24,12591,52.89224953,12,8.694556452,2.740052418,558,0,345,475,477,483,484,485,485,489,498,498,513,536,536,539,556,558,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
* Non-Trans. *,2017,8,25982,23805,3968,24,0,0,99,0,0,949,949,0,0,2,3,4,57,60,66,67,71,77,83,85,230,246,253,261,279,279,314,365,434,709,949,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Mikkelsen, Elizabeth K/A Claire",2017,9,25636,23117,3853,30,36,0.15572955,37,0.93433688,100,38,0,36,36,37,37,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Cassola, Arnold",2017,9,25636,23117,3853,30,297,1.284768785,28,6.929665196,89.8989899,347,0,267,268,268,268,283,288,291,301,310,311,312,335,339,341,346,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Formosa, Danika",2017,9,25636,23117,3853,30,297,1.284768785,28,0.778614067,10.1010101,30,0,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Falzon, Desmond",2017,9,25636,23117,3853,30,65,0.281178354,36,1.427459123,84.61538462,72,0,55,55,63,63,64,72,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Sammut, Guzeppi (Joseph)",2017,9,25636,23117,3853,30,65,0.281178354,36,0.259538022,15.38461538,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Borg Manche`, Conrad",2017,9,25636,23117,3853,30,9712,42.01237185,13,16.84401765,6.682454695,767,0,649,649,649,649,649,651,651,653,653,653,653,654,654,654,672,674,702,702,765,766,766,767,767,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Falzon, Michael",2017,9,25636,23117,3853,30,9712,42.01237185,13,54.32130807,21.55065898,3384,3384,2093,2093,2093,2093,2093,2095,2095,2099,2099,2100,2100,2100,2100,2102,2128,2128,2143,2143,2198,2199,2200,2200,2205,2628,2630,2634,2634,3376,3381,3384,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Grima, Clifton",2017,9,25636,23117,3853,30,9712,42.01237185,13,67.68751622,26.85337727,3437,3437,2608,2609,2609,2609,2609,2609,2609,2611,2611,2611,2612,2612,2612,2612,2642,2642,2657,2657,2723,2723,2724,2724,2726,2863,2865,2869,2869,3432,3433,3437,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Mallia, Manuel",2017,9,25636,23117,3853,30,9712,42.01237185,13,48.8450558,19.37808896,2061,0,1882,1882,1882,1882,1883,1884,1884,1887,1888,1888,1888,1888,1888,1889,1909,1910,1916,1916,1977,1977,1982,1982,1982,2057,2060,2061,2061,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Mifsud, Sigmund",2017,9,25636,23117,3853,30,9712,42.01237185,13,4.801453413,1.904859967,187,0,185,185,185,185,186,186,186,186,187,187,187,187,187,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Zammit-Lewis, Edward",2017,9,25636,23117,3853,30,9712,42.01237185,13,50.79159097,20.15032949,2954,2954,1957,1957,1957,1957,1957,1957,1957,1957,1958,1958,1958,1958,1959,1960,2000,2001,2019,2019,2145,2147,2149,2149,2152,2248,2249,2255,2255,2946,2951,2954,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Zammit Alamango, Nikita",2017,9,25636,23117,3853,30,9712,42.01237185,13,8.772385154,3.480230643,396,0,338,338,338,338,339,340,340,340,340,340,340,340,340,341,382,382,392,396,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Abela Wadge, Alan",2017,9,25636,23117,3853,30,13007,56.26595146,12,10.19984428,3.021449988,598,0,393,399,399,403,404,405,406,410,416,433,439,452,462,474,474,503,518,537,538,554,598,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Alden, Timothy",2017,9,25636,23117,3853,30,13007,56.26595146,12,2.725149234,0.807257631,149,0,105,106,106,106,108,109,110,113,147,149,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Arrigo, Robert",2017,9,25636,23117,3853,30,13007,56.26595146,12,54.47703089,16.13746444,4011,3853,2099,2134,2135,2135,2136,2137,2139,2142,2149,2181,2206,2222,2237,2279,2279,2341,2352,2418,2420,2502,2613,3056,3241,3247,3591,4011,3853,3853,3853,3853,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Attard Previ, Graziella",2017,9,25636,23117,3853,30,13007,56.26595146,12,3.348040488,0.99177366,176,0,129,133,133,135,137,137,142,142,145,156,160,173,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Azzopardi, Mark",2017,9,25636,23117,3853,30,13007,56.26595146,12,3.348040488,0.99177366,136,0,129,132,132,133,133,133,134,134,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Bartolo, Ivan",2017,9,25636,23117,3853,30,13007,56.26595146,12,31.24837789,9.256554163,2133,0,1204,1217,1217,1219,1219,1219,1225,1226,1228,1252,1266,1282,1301,1324,1325,1341,1352,1416,1418,1482,1532,1567,1695,1697,1781,2030,2127,2133,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Bonnici, Duncan",2017,9,25636,23117,3853,30,13007,56.26595146,12,2.335842201,0.691935112,93,0,90,91,91,91,91,91,93,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Borg [Borg Knight], Roselyn",2017,9,25636,23117,3853,30,13007,56.26595146,12,7.500648845,2.221880526,363,0,289,294,294,295,295,296,303,303,305,308,314,322,328,344,344,352,363,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Buttigieg, Albert",2017,9,25636,23117,3853,30,13007,56.26595146,12,14.06696081,4.166987007,727,0,542,557,557,559,559,562,565,566,570,574,592,600,608,614,614,637,644,671,674,703,716,727,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Debono, Kristy",2017,9,25636,23117,3853,30,13007,56.26595146,12,104.3861926,30.92181133,4022,3853,4022,3853,3853,3853,3853,3853,3853,3853,3853,3853,3853,3853,3853,3853,3853,3853,3853,3853,3853,3853,3853,3853,3853,3853,3853,3853,3853,3853,3853,3853,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Farrugia, Herman",2017,9,25636,23117,3853,30,13007,56.26595146,12,3.399948092,1.007149996,141,0,131,135,135,135,135,135,135,135,137,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Fenech, Justin",2017,9,25636,23117,3853,30,13007,56.26595146,12,3.425901895,1.014838164,155,0,132,133,133,135,135,135,137,138,138,142,151,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Gouder, Karl",2017,9,25636,23117,3853,30,13007,56.26595146,12,7.967817285,2.360267548,421,0,307,312,312,314,314,315,320,321,323,327,334,340,360,371,372,385,400,421,421,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Hewitt, Wayne",2017,9,25636,23117,3853,30,13007,56.26595146,12,0.70075266,0.207580534,28,0,27,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Muscat, Noel",2017,9,25636,23117,3853,30,13007,56.26595146,12,20.29587335,6.012147305,1170,0,782,789,789,792,793,793,796,796,798,799,806,817,848,854,854,865,882,907,909,956,997,1007,1080,1081,1170,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Portelli, Marthese",2017,9,25636,23117,3853,30,13007,56.26595146,12,38.10018168,11.28623049,4937,3853,1468,1513,1513,1517,1519,1519,1535,1537,1547,1565,1588,1597,1616,1644,1644,1689,1700,1797,1798,1913,2026,2080,2303,2303,2559,2990,3051,3062,4937,3853,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Pullicino, George",2017,9,25636,23117,3853,30,13007,56.26595146,12,10.87464314,3.221342354,523,0,419,426,426,427,428,429,431,432,433,436,443,446,453,465,465,480,487,497,497,523,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Selvaggi, Charles",2017,9,25636,23117,3853,30,13007,56.26595146,12,6.151051129,1.822095795,257,0,237,240,240,241,241,242,244,245,245,247,251,252,255,257,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Vella Brincat, Evelyn",2017,9,25636,23117,3853,30,13007,56.26595146,12,1.635089541,0.484354578,67,0,63,65,65,65,65,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
